gene_id,Symbol,Product_Description
PVP01_0519400,aLipDH,"dihydrolipoyl.dehydrogenase,.apicoplast,.putative"
PVP01_0519500,VPS9,"vacuolar.protein.sorting-associated.protein.9,.putative"
PVP01_0519600,Ub,"ubiquitin,.putative"
PVP01_0519700,EIF3G,"eukaryotic.translation.initiation.factor.3.subunit.G,.putative"
PVP01_0519800,N/A,"CPP,UF"
PVP01_0519900,N/A,"conserved.Apicomplexan.protein,.unknown.function"
PVP01_0520000,PGM2,"phosphoglucomutase-2,.putative"
PVP01_0520100,RPT3,"26S.protease.regulatory.subunit.6B,.putative"
PVP01_0520200,N/A,"lysine.decarboxylase-like.protein,.putative"
PVP01_0520300,N/A,"50S.ribosomal.protein.L10,.putative"
PVP01_0520400,USP13,"ubiquitin.carboxyl-terminal.hydrolase.13,.putative"
PVP01_0520500,SMC3,"structural.maintenance.of.chromosomes.protein.3,.putative"
PVP01_0520600,N/A,"CPP,UF"
PVP01_0520700,N/A,calmodulin-like.protein
PVP01_0520800,N/A,"Rab5-interacting.protein,.putative"
PVP01_0520900,N/A,"CPP,UF"
PVP01_0521000,N/A,"RNA-binding.protein,.putative"
PVP01_0521100,APH,"acylated.pleckstrin-homology.domain-containing.protein,.putative"
PVP01_0521200,N/A,"GTP-binding.protein,.putative"
PVP01_0521300,N/A,"CPP,UF"
PVP01_0521400,ARO,"armadillo-domain.containing.rhoptry.protein,.putative"
PVP01_0521500,N/A,"arsenical.pump-driving.ATPase,.putative"
PVP01_0521600,N/A,"conserved.protein,.unknown.function"
PVP01_0521700,N/A,"CPP,UF"
PVP01_0521800,CRK3,"cdc2-related.protein.kinase.3,.putative"
PVP01_0521900,N/A,"coatomer.subunit.zeta,.putative"
PVP01_0522000,CBP20,"nuclear.cap-binding.protein.subunit.2,.putative"
PVP01_0522100,GAK,"GTP:AMP.phosphotransferase,.putative"
PVP01_0522200,N/A,"CPP,UF"
PVP01_0522300,N/A,"RING.zinc.finger.protein,.putative"
PVP01_0522400,N/A,"60S.ribosomal.protein.L15,.putative"
PVP01_0522500,N/A,"RNA-binding.protein,.putative"
PVP01_0522600,N/A,hypothetical.protein
PVP01_0522700,N/A,"Plasmodium.exported.protein.(PHIST),.unknown.function"
PVP01_0522800,N/A,"Plasmodium.exported.protein.(PHIST),.unknown.function"
PVP01_0522900,N/A,"Plasmodium.exported.protein.(PHIST),.unknown.function,.pseudogene"
PVP01_0523000,N/A,"Plasmodium.exported.protein.(PHIST),.unknown.function"
PVP01_0523100,N/A,"Plasmodium.exported.protein.(PHIST),.unknown.function"
PVP01_0523200,N/A,"Plasmodium.exported.protein.(PHIST),.unknown.function"
PVP01_0523300,N/A,"Plasmodium.exported.protein.(PHIST),.unknown.function"
PVP01_0523400,N/A,"Plasmodium.exported.protein.(PHIST),.unknown.function"
PVP01_0523500,N/A,"Plasmodium.exported.protein.(PHIST),.unknown.function"
PVP01_0523600,N/A,"Plasmodium.exported.protein.(PHIST),.unknown.function,.pseudogene"
PVP01_0523700,N/A,"Plasmodium.exported.protein.(PHIST),.unknown.function"
PVP01_0523800,N/A,"Plasmodium.exported.protein.(PHIST),.unknown.function"
PVP01_0523900,N/A,"Plasmodium.exported.protein.(PHIST),.unknown.function"
PVP01_0524000,N/A,"Plasmodium.exported.protein.(PHIST),.unknown.function"
PVP01_0524100,N/A,"Plasmodium.exported.protein.(PHIST),.unknown.function"
PVP01_0524200,N/A,"Plasmodium.exported.protein.(PHIST),.unknown.function"
PVP01_0524300,N/A,"Plasmodium.exported.protein.(PHIST),.unknown.function"
PVP01_0524400,N/A,"Plasmodium.exported.protein.(PHIST),.unknown.function"
PVP01_0524500,N/A,"Plasmodium.exported.protein.(PHIST),.unknown.function"
PVP01_0524600,N/A,"Plasmodium.exported.protein.(PHIST),.unknown.function"
PVP01_0524700,N/A,"Plasmodium.exported.protein.(PHIST),.unknown.function"
PVP01_0524800,N/A,"Plasmodium.exported.protein.(PHIST),.unknown.function,.pseudogene"
PVP01_0524900,N/A,"Plasmodium.exported.protein.(PHIST),.unknown.function"
PVP01_0525000,N/A,"Plasmodium.exported.protein.(PHIST),.unknown.function"
PVP01_0525100,N/A,"Plasmodium.exported.protein.(PHIST),.unknown.function"
PVP01_0525200,N/A,"Plasmodium.exported.protein.(PHIST),.unknown.function"
PVP01_0525300,N/A,"Plasmodium.exported.protein.(PHIST),.unknown.function"
PVP01_0525400,N/A,"Plasmodium.exported.protein.(PHIST),.unknown.function"
PVP01_0525500,GATA,"glutamyl-tRNA(Gln).amidotransferase.subunit.A,.putative"
PVP01_0525600,N/A,"conserved.protein,.unknown.function"
PVP01_0525700,MCM9,"DNA.helicase.MCM9,.putative"
PVP01_0525800,HAT1,"histone.acetyltransferase,.putative"
PVP01_0525900,MAF1,"repressor.of.RNA.polymerase.III.transcription.MAF1,.putative"
PVP01_0526000,N/A,"CPP,UF"
PVP01_0526100,N/A,"CDGSH.iron-sulfur.domain-containing.protein,.putative"
PVP01_0526200,SAR1,"small.GTP-binding.protein.sar1,.putative"
PVP01_0526300,N/A,"CPP,UF"
PVP01_0526400,N/A,"CPP,UF"
PVP01_0526500,PUF2,"mRNA-binding.protein.PUF2,.putative"
PVP01_0526600,DHFR-TS,"bifunctional.dihydrofolate.reductase-thymidylate.synthase,.putative"
PVP01_0526700,N/A,"LETM1-like.protein,.putative"
PVP01_0526800,N/A,"CPP,UF"
PVP01_0526900,N/A,memo-like.protein
PVP01_0527000,N/A,"CPP,UF"
PVP01_0527100,N/A,"CPP,UF"
PVP01_0527200,CRK1,"cdc2-related.protein.kinase.1,.putative"
PVP01_0527300,N/A,"CPP,UF"
PVP01_0527400,N/A,"CPP,UF"
PVP01_0527500,SOC1,"protein.SOC1,.putative"
PVP01_0527600,EIF3M,"eukaryotic.translation.initiation.factor.3.subunit.M,.putative"
PVP01_0527700,N/A,"CPP,UF"
PVP01_0527800,N/A,"CPP,UF"
PVP01_0527900,BET3,"trafficking.protein.particle.complex.subunit.3,.putative"
PVP01_0528000,N/A,"regulator.of.chromosome.condensation,.putative"
PVP01_0528100,N/A,"RNA-binding.protein.NOB1,.putative"
PVP01_0528200,N/A,"MOLO1.domain-containing.protein,.putative"
PVP01_0528300,N/A,"CPP,UF"
PVP01_0528400,N/A,"CPP,UF"
PVP01_0528500,N/A,"CPP,UF"
PVP01_0528600,GOT1,"protein.transport.protein.GOT1,.putative"
PVP01_0528700,N/A,"CPP,UF"
PVP01_0528800,N/A,"CPP,UF"
PVP01_0528900,N/A,"CPP,UF"
PVP01_0529000,RANBP1,"ran-specific.GTPase-activating.protein.1,.putative"
PVP01_0529100,Pv34,apical.merozoite.protein
PVP01_0529200,N/A,"60S.ribosomal.protein.L7ae/L30e,.putative"
PVP01_0529300,N/A,"phosphatidylinositol.4-kinase,.putative"
PVP01_0529400,N/A,"zinc.finger.protein,.putative"
PVP01_0529500,RIO2,"serine/threonine.protein.kinase.RIO2,.putative"
PVP01_0529600,N/A,"CPP,UF"
PVP01_0529700,N/A,"holo-[acyl-carrier-protein].synthase,.putative"
PVP01_0529800,ApiAP2,"AP2.domain.transcription.factor,.putative"
PVP01_0529900,RRF2,"ribosome-recycling.factor,.putative"
PVP01_0530000,N/A,"CPP,UF"
PVP01_0530100,N/A,"CPP,UF"
PVP01_0530200,N/A,"CPP,UF"
PVP01_0530300,N/A,"CPP,UF"
PVP01_0530400,N/A,"CPP,UF"
PVP01_0530500,N/A,"steroid.dehydrogenase,.putative"
PVP01_0530600,N/A,"transmembrane.emp24.domain-containing.protein,.putative"
PVP01_0530700,N/A,"erythrocyte.membrane-associated.antigen,.putative"
PVP01_0530800,N/A,"alpha.tubulin.2,.putative"
PVP01_0530900,RPS19,"40S.ribosomal.protein.S19,.putative"
PVP01_0531000,BRR2,"pre-mRNA-splicing.helicase.BRR2,.putative"
PVP01_0531100,N/A,"CPP,UF"
PVP01_0531200,EIF4A3,"eukaryotic.initiation.factor.4A-III,.putative"
PVP01_0531300,SR12,"serpentine.receptor,.putative"
PVP01_0531400,N/A,"methyltransferase,.putative"
PVP01_0531500,N/A,"CPP,UF"
PVP01_0531600,N/A,"AP-4.complex.subunit.sigma,.putative"
PVP01_0531700,N/A,"BSD-domain.protein,.putative"
PVP01_0531800,N/A,"CPP,UF"
PVP01_0531900,ARP,asparagine-rich.protein
PVP01_0532000,GAPM2,"glideosome.associated.protein.with.multiple.membrane.spans.2,.putative"
PVP01_0532100,N/A,"CPP,UF"
PVP01_0532200,N/A,"CPP,UF"
PVP01_0532300,ETRAMP,early.transcribed.membrane.protein
PVP01_0532400,CyRPA,"cysteine-rich.protective.antigen,.putative"
PVP01_0532500,N/A,"Plasmodium.exported.protein.(PHIST),.unknown.function"
PVP01_0532600,TryThrA,"sporozoite.and.liver.stage.tryptophan-rich.protein,.putative"
PVP01_0532700,N/A,tryptophan-rich.protein
PVP01_0532800,TRAG10,tryptophan-rich.protein
PVP01_0532900,TRAG11,tryptophan-rich.protein
PVP01_0533000,TRAG12,tryptophan-rich.protein
PVP01_0533100,TRAG13,tryptophan-rich.protein
PVP01_0533200,N/A,"lysophospholipase,.putative"
PVP01_0533300,N/A,STP1.protein
PVP01_0533400,N/A,PIR.protein
PVP01_0533500,N/A,PIR.protein
PVP01_0533600,N/A,PIR.protein
PVP01_0533700,N/A,"Plasmodium.exported.protein.(PHIST),.unknown.function"
PVP01_0533800,N/A,PIR.protein
PVP01_0533900,N/A,PIR.protein
PVP01_0534000,N/A,PIR.protein
PVP01_0534100,N/A,"PIR.protein,.pseudogene"
PVP01_0534200,N/A,"PEP,UF"
PVP01_0534300,RBP2c,reticulocyte.binding.protein.2c
PVP01_0534400,RBP2p1,"reticulocyte.binding.protein.2.precursor.(PvRBP-.2),.putative"
PVP01_0534500,N/A,PIR.protein
PVP01_0534600,N/A,PIR.protein
PVP01_0534700,N/A,PIR.protein
PVP01_0534800,N/A,PIR.protein
PVP01_0534900,N/A,"PIR.protein,.pseudogene"
PVP01_0535000,N/A,PIR.protein
PVP01_0535100,N/A,"PEP,UF"
PVP01_0535200,N/A,"PEP,UF"
PVP01_0535300,N/A,"PEP,UF"
PVP01_0535400,N/A,PIR.protein
PVP01_0600100,N/A,PIR.protein
PVP01_0600200,N/A,PIR.protein
PVP01_0600300,N/A,PIR.protein
PVP01_0600400,N/A,PIR.protein
PVP01_0600500,N/A,"PIR.protein,.pseudogene"
PVP01_0600600,N/A,PIR.protein
PVP01_0600700,N/A,PIR.protein
PVP01_0600800,N/A,PIR.protein
PVP01_0600900,N/A,"PEP,UF"
PVP01_0601000,N/A,"PEP,UF"
PVP01_0601100,N/A,"PEP,UF,.pseudogene"
PVP01_0601200,N/A,"PEP,UF"
PVP01_0601300,N/A,"Plasmodium.exported.protein.(PHIST),.unknown.function"
PVP01_0601400,N/A,"Plasmodium.exported.protein.(PHIST),.unknown.function"
PVP01_0601500,N/A,"Plasmodium.exported.protein.(PHIST),.unknown.function"
PVP01_0601600,N/A,"Plasmodium.exported.protein.(PHIST),.unknown.function"
PVP01_0601700,N/A,"Plasmodium.exported.protein.(PHIST),.unknown.function"
PVP01_0601800,N/A,"Plasmodium.exported.protein.(PHIST),.unknown.function"
PVP01_0601900,N/A,"Plasmodium.exported.protein.(PHIST),.unknown.function"
PVP01_0602000,N/A,"Plasmodium.exported.protein.(PHIST),.unknown.function"
PVP01_0602100,ETRAMP,early.transcribed.membrane.protein
PVP01_0602200,N/A,"DNA.polymerase.delta.catalytic.subunit,.putative"
PVP01_0602300,RON12,"rhoptry.neck.protein.12,.putative"
PVP01_0602400,N/A,"enoyl-CoA.hydratase-related.protein,.putative"
PVP01_0602500,GRASP,"golgi.re-assembly.stacking.protein,.putative"
PVP01_0602600,PMM,"phosphomannomutase,.putative"
PVP01_0602700,ELC,"essential.light.chain.ELC,.putative"
PVP01_0602800,N/A,"CPP,UF"
PVP01_0602900,N/A,"CPP,UF"
PVP01_0603000,N/A,"CPP,UF"
PVP01_0603100,RPN5,"26S.proteasome.regulatory.subunit.p55,.putative"
PVP01_0603200,N/A,"tRNA.pseudouridine.synthase,.putative"
PVP01_0603300,N/A,"CPP,UF"
PVP01_0603400,PPP8,"serine/threonine.protein.phosphatase.8,.putative"
PVP01_0603500,N/A,"CPP,UF"
PVP01_0603600,N/A,"CPP,UF"
PVP01_0603700,RDS3,"pre-mRNA-splicing.factor.RDS3,.putative"
PVP01_0603800,N/A,"tRNA.wybutosine-synthesizing.protein,.putative"
PVP01_0603900,N/A,"CPP,UF"
PVP01_0604000,N/A,"conserved.protein,.unknown.function"
PVP01_0604100,N/A,"CPP,UF"
PVP01_0604200,N/A,"eukaryotic.translation.initiation.factor.subunit.eIF2A,.putative"
PVP01_0604300,N/A,"CPP,UF"
PVP01_0604400,N/A,"CPP,UF"
PVP01_0604500,N/A,"zinc.finger.protein,.putative"
PVP01_0604600,N/A,"60S.ribosomal.protein.L30e,.putative"
PVP01_0604700,N/A,"CPP,UF"
PVP01_0604800,N/A,"CPP,UF"
PVP01_0604900,N/A,"CPP,UF"
PVP01_0605000,N/A,"tRNA.methyltransferase,.putative"
PVP01_0605100,ATG8,"autophagy-related.protein.8,.putative"
PVP01_0605200,RBM34,"RNA-binding.protein.34,.putative"
PVP01_0605300,N/A,"flagellar.outer.arm.dynein-associated.protein,.putative"
PVP01_0605400,N/A,"CPP,UF"
PVP01_0605500,N/A,"cytoplasmic.dynein.intermediate.chain,.putative"
PVP01_0605600,RCM1,"rRNA.(cytosine-C(5))-methyltransferase,.putative"
PVP01_0605700,N/A,"ribosomal.silencing.factor.RsfS,.putative"
PVP01_0605800,N/A,"CPP,UF"
PVP01_0605900,N/A,"histone.acetyltransferase,.putative"
PVP01_0606000,DLAT,"dihydrolipoamide.acyltransferase.component.E2,.putative"
PVP01_0606100,ARF1,"ADP-ribosylation.factor,.putative"
PVP01_0606200,N/A,"CPP,UF"
PVP01_0606300,N/A,"CPP,UF"
PVP01_0606400,N/A,"CPP,UF"
PVP01_0606500,N/A,"apicoplast.integral.membrane.protein,.putative"
PVP01_0606600,N/A,"endomembrane.protein.70,.putative"
PVP01_0606700,ROK1,"ATP-dependent.RNA.helicase.ROK1,.putative"
PVP01_0606800,DPA,"deoxyribose-phosphate.aldolase,.putative"
PVP01_0606900,N/A,"CPP,UF"
PVP01_0607000,SEA1,"schizont.egress.antigen-1,.putative"
PVP01_0607100,N/A,"PHAX.domain-containing.protein,.putative"
PVP01_0607200,N/A,"RNA-binding.protein,.putative"
PVP01_0607300,N/A,"CPP,UF"
PVP01_0607400,N/A,"CPP,UF"
PVP01_0607500,ZIPCO,"ZIP.domain-containing.protein,.putative"
PVP01_0607600,SRSF4,"serine/arginine-rich.splicing.factor.4,.putative"
PVP01_0607700,N/A,"citrate.synthase,.mitochondrial,.putative"
PVP01_0607800,Kelch10,"kelch.protein.K10,.putative"
PVP01_0607900,N/A,"phospholipid.scramblase,.putative"
PVP01_0608000,ISPG,4-hydroxy-3-methylbut-2-en-1-yl.diphosphate.synthase.(ferredoxin)
PVP01_0608100,N/A,"CDGSH.iron-sulfur.domain-containing.protein,.putative"
PVP01_0608200,N/A,"conserved.Plasmodium.membrane.protein,.unknown.function"
PVP01_0608300,N/A,"dynein.heavy.chain,.putative"
PVP01_0608400,OMPDC,"orotidine.5'-phosphate.decarboxylase,.putative"
PVP01_0608500,N/A,"CPP,UF"
PVP01_0608600,N/A,"HORMA.domain.protein,.putative"
PVP01_0608700,N/A,"CPP,UF"
PVP01_0608800,N/A,"CPP,UF"
PVP01_0608900,N/A,"CPP,UF"
PVP01_0609000,N/A,"CPP,UF"
PVP01_0609100,CHD1,"chromodomain-helicase-DNA-binding.protein.1.homolog,.putative"
PVP01_0609200,N/A,"CPP,UF"
PVP01_0609300,N/A,"CPP,UF"
PVP01_0609400,N/A,"RNA-binding.protein,.putative"
PVP01_0609500,N/A,"CPP,UF"
PVP01_0609600,N/A,"CPP,UF"
PVP01_0609700,N/A,"CPP,UF"
PVP01_0609800,N/A,"RAP.protein,.putative"
PVP01_0609900,N/A,"CPP,UF"
PVP01_0610000,EXP3,"exported.protein.3,.putative"
PVP01_0610100,N/A,"CPP,UF"
PVP01_0610200,N/A,"EF-hand.calcium-binding.domain-containing.protein,.putative"
PVP01_0610300,GFPT,"glutamine--fructose-6-phosphate.aminotransferase.[isomerizing],.putative"
PVP01_0610400,ATP12,"ATP.synthase.mitochondrial.F1.complex.assembly.factor.2,.putative"
PVP01_0610500,N/A,"CPP,UF"
PVP01_0610600,N/A,"CPP,UF"
PVP01_0610700,N/A,"CPP,UF"
PVP01_0610800,COX17,"cytochrome.c.oxidase.copper.chaperone,.putative"
PVP01_0610900,N/A,"CPP,UF"
PVP01_0611000,N/A,"CPP,UF"
PVP01_0611100,N/A,"CPP,UF"
PVP01_0611200,N/A,"CPP,UF"
PVP01_0611300,N/A,"CPP,UF"
PVP01_0611400,N/A,"CPP,UF"
PVP01_0611500,N/A,"CPP,UF"
PVP01_0611600,CDC20,"cell.division.cycle.protein.20.homolog,.putative"
PVP01_0611700,N/A,"CPP,UF"
PVP01_0611800,N/A,"CPP,UF"
PVP01_0611900,RPS2,"40S.ribosomal.protein.S2,.putative"
PVP01_0612000,N/A,"biotin--acetyl-CoA-carboxylase,.putative"
PVP01_0612100,N/A,"CPP,UF"
PVP01_0612200,MPP10,"U3.small.nucleolar.ribonucleoprotein.protein.MPP10,.putative"
PVP01_0612300,N/A,"mitochondrial.ribosomal.protein.S22.precursor,.putative"
PVP01_0612400,nPrx,"merozoite.capping.protein.1,.putative"
PVP01_0612500,RPB7,"DNA-directed.RNA.polymerase.II.subunit.RPB7,.putative"
PVP01_0612600,N/A,"CPP,UF"
PVP01_0612700,N/A,"topoisomerase,.putative"
PVP01_0612800,CEN3,"centrin-3,.putative"
PVP01_0612900,RPL3,"60S.ribosomal.protein.L3,.putative"
PVP01_0613000,DHHC10,"palmitoyltransferase.DHHC10,.putative"
PVP01_0613100,N/A,"methyltransferase,.putative"
PVP01_0613200,PPO,"protoporphyrinogen.oxidase,.putative"
PVP01_0613300,N/A,"RING.zinc.finger.protein,.putative"
PVP01_0613400,EBP2,"rRNA-processing.protein.EBP2,.putative"
PVP01_0613500,N/A,"nucleolar.preribosomal.assembly.protein,.putative"
PVP01_0613600,N/A,"partial.CSTF.domain-containing.protein,.putative"
PVP01_0613700,N/A,"CPP,UF"
PVP01_0613800,MTRAP,"merozoite.TRAP-like.protein,.putative"
PVP01_0613900,N/A,"CPP,UF"
PVP01_0614000,IMC1m,"inner.membrane.complex.protein.1m,.putative"
PVP01_0614100,N/A,"CPP,UF"
PVP01_0614200,N/A,"CPP,UF"
PVP01_0614300,N/A,"WD.repeat-containing.protein,.putative"
PVP01_0614400,N/A,"CPP,UF"
PVP01_0614500,N/A,"LEM3/CDC50.family.protein,.putative"
PVP01_0614600,N/A,"CPP,UF"
PVP01_0614700,ADA,"adenosine.deaminase,.putative"
PVP01_0614800,N/A,"CPP,UF"
PVP01_0614900,N/A,"RAP.protein,.putative"
PVP01_0615000,N/A,"CPP,UF"
PVP01_0615100,SPT4,"transcription.elongation.factor.SPT4,.putative"
PVP01_0615200,PRP22,"pre-mRNA-splicing.factor.ATP-dependent.RNA.helicase.PRP22,.putative"
PVP01_0615300,CLAMP,"claudin-like.apicomplexan.microneme.protein,.putative"
PVP01_0615400,N/A,"CPP,UF"
PVP01_0615500,N/A,"CPP,UF"
PVP01_0615600,RPN9,"26S.proteasome.regulatory.subunit.RPN9,.putative"
PVP01_0615700,KAE1,"tRNA.N6-adenosine.threonylcarbamoyltransferase,.putative"
PVP01_0615800,N/A,"RNA.methyltransferase,.putative"
PVP01_0615900,N/A,"calmodulin,.putative"
PVP01_0616000,P28,"ookinete.surface.protein.P28,.putative"
PVP01_0616100,P25,ookinete.surface.protein.P25
PVP01_0616200,N/A,"CPP,UF"
PVP01_0616300,MORN1,"MORN.repeat-containing.protein.1,.putative"
PVP01_0616400,N/A,"CPP,UF"
PVP01_0616500,OTU,"OTU-like.cysteine.protease,.putative"
PVP01_0616600,N/A,"DEAD/DEAH.box.helicase,.putative"
PVP01_0616700,GEXP15,"CPP,UF"
PVP01_0616800,I3,"protein.phosphatase.inhibitor.3,.putative"
PVP01_0616900,N/A,"CPP,UF"
PVP01_0617000,N/A,"CPP,UF"
PVP01_0617100,RimM,"ribosome.maturation.factor.RimM,.putative"
PVP01_0617200,DCP1,"mRNA-decapping.enzyme.subunit.1,.putative"
PVP01_0617300,N/A,"CPP,UF"
PVP01_0617400,N/A,"CPP,UF"
PVP01_0617500,PIGA,"phosphatidylinositol.N-.acetylglucosaminyltransferase.subunit.A,.putative"
PVP01_0617600,Der1-2,"DER1-like.protein,.putative"
PVP01_0617700,N/A,"conserved.protein,.unknown.function"
PVP01_0617800,N/A,"CPP,UF"
PVP01_0617900,N/A,leucine-rich.repeat.protein
PVP01_0618000,N/A,"RNA.polymerase.II-associated.protein.1,.putative"
PVP01_0618100,N/A,"CPP,UF"
PVP01_0618200,AdoMetDC/ODC,"S-adenosylmethionine.decarboxylase/ornithine.decarboxylase,.putative"
PVP01_0618300,ETRAMP,early.transcribed.membrane.protein
PVP01_0618400,N/A,"CPP,UF"
PVP01_0618500,HAD1,"haloacid.dehalogenase-like.hydrolase,.putative"
PVP01_0618600,WDR70,"WD.repeat-containing.protein.70,.putative"
PVP01_0618700,CEF1,"pre-mRNA-splicing.factor.CEF1,.putative"
PVP01_0618800,BDP1,"bromodomain.protein.1,.putative"
PVP01_0618900,N/A,"aspartyl.protease,.putative"
PVP01_0619000,N/A,"ubiquitin-conjugating.enzyme.E2,.putative"
PVP01_0619100,N/A,"Sec1.family.protein,.putative"
PVP01_0619200,N/A,"CPP,UF"
PVP01_0619300,N/A,"50S.ribosomal.protein.L27,.putative"
PVP01_0619400,TLAP2,"thioredoxin-like.associated.protein.2,.putative"
PVP01_0619500,SDHA,"flavoprotein.subunit.of.succinate.dehydrogenase,.putative"
PVP01_0619600,N/A,"CPP,UF"
PVP01_0619700,IF3b,"translation.initiation.factor.IF-3,.putative"
PVP01_0619800,N/A,"ADP-ribosylation.factor,.putative"
PVP01_0619900,N/A,"CPP,UF"
PVP01_0620000,MRScyt,"methionine--tRNA.ligase,.putative"
PVP01_0620100,N/A,"U2.snRNA/tRNA.pseudouridine.synthase,.putative"
PVP01_0620200,N/A,"CPP,UF"
PVP01_0620300,N/A,"CPP,UF"
PVP01_0620400,N/A,hypothetical.protein
PVP01_0620500,N/A,"CPP,UF"
PVP01_0620600,N/A,"CPP,UF"
PVP01_0620700,N/A,hypothetical.protein
PVP01_0620800,N/A,"CPP,UF"
PVP01_0620900,N/A,hypothetical.protein
PVP01_0621000,N/A,"CPP,UF"
PVP01_0621100,PhLP2,"phosducin-like.protein,.putative"
PVP01_0621200,ACT,"acetyl-CoA.transporter,.putative"
PVP01_0621300,N/A,"CPP,UF"
PVP01_0621400,N/A,"DNA.polymerase.zeta.catalytic.subunit,.putative"
PVP01_0621500,PyKII,"pyruvate.kinase.2,.putative"
PVP01_0621600,N/A,"CPP,UF"
PVP01_0621700,ADT,"ADP/ATP.transporter.on.adenylate.translocase,.putative"
PVP01_0621800,N/A,"CPP,UF"
PVP01_0621900,DYN2,"dynamin-like.protein,.putative"
PVP01_0622000,XPB,"TFIIH.basal.transcription.factor.complex.helicase.XPB.subunit,.putative"
PVP01_0622100,ERH,"enhancer.of.rudimentary.homolog,.putative"
PVP01_0622200,N/A,"dynein.intermediate.chain,.putative"
PVP01_0622300,N/A,"CPP,UF"
PVP01_0622400,N/A,"antigen.UB05,.putative"
PVP01_0622500,N/A,"GDP.dissociation.inhibitor,.putative"
PVP01_0622600,N/A,"CPP,UF"
PVP01_0622700,N/A,"CPP,UF"
PVP01_0622800,N/A,18S.ribosomal.RNA
PVP01_0622900,N/A,5.8S.ribosomal.RNA
PVP01_0623000,N/A,"Plasmodium.exported.protein.(PHIST),.unknown.function"
PVP01_0623100,N/A,"PEP,UF"
PVP01_0623200,N/A,"PEP,UF"
PVP01_0623300,N/A,"PEP,UF"
PVP01_0623400,N/A,"PEP,UF"
PVP01_0623500,N/A,"PEP,UF"
PVP01_0623600,N/A,PIR.protein
PVP01_0623700,N/A,"Plasmodium.exported.protein.(PHIST),.unknown.function"
PVP01_0623800,DBP,duffy.binding.protein
PVP01_0623900,N/A,"ring-exported.protein.4,.putative"
PVP01_0624000,N/A,"PEP,UF"
PVP01_0624100,N/A,PIR.protein
PVP01_0624200,N/A,"PEP,UF"
PVP01_0624300,N/A,PIR.protein
PVP01_0624400,N/A,PIR.protein
PVP01_0624500,N/A,PIR.protein
PVP01_0624600,N/A,PIR.protein
PVP01_0624700,N/A,"Plasmodium.exported.protein.(PHIST),.unknown.function"
PVP01_0624800,N/A,PIR.protein
PVP01_0624900,N/A,PIR.protein
PVP01_0625000,N/A,PIR.protein
PVP01_0700100,N/A,hypothetical.protein
PVP01_0700200,N/A,PIR.protein
PVP01_0700300,N/A,"PEP,UF"
PVP01_0700400,N/A,"PEP,UF"
PVP01_0700500,RBP2e,"reticulocyte.binding.protein.2e,.pseudogene"
PVP01_0700600,N/A,PIR.protein
PVP01_0700700,TRAG34,tryptophan-rich.protein
PVP01_0700800,TRAG35,tryptophan-rich.protein
PVP01_0700900,N/A,tryptophan-rich.protein
PVP01_0701000,N/A,"PEP,UF"
PVP01_0701100,RBP1b,reticulocyte.binding.protein.1b
PVP01_0701200,RBP1a,reticulocyte.binding.protein.1a
PVP01_0701300,N/A,"CPP,UF"
PVP01_0701400,N/A,"conserved.protein,.unknown.function"
PVP01_0701500,RER1,"protein.RER1,.putative"
PVP01_0701600,RAB7,"ras-related.protein.RAB7,.putative"
PVP01_0701700,N/A,"CPP,UF"
PVP01_0701800,DDX60,"ATP-dependent.RNA.helicase.DDX60,.putative"
PVP01_0701900,N/A,"CPP,UF"
PVP01_0702000,N/A,"CPP,UF"
PVP01_0702100,N/A,"alpha.tubulin.1,.putative"
PVP01_0702200,CCp4,LCCL.domain-containing.protein
PVP01_0702300,RPL32,"60S.ribosomal.protein.L32,.putative"
PVP01_0702400,N/A,"GTPase-activating.protein,.putative"
PVP01_0702500,N/A,"AP-4.complex.subunit.epsilon,.putative"
PVP01_0702600,PH,"PH.domain-containing.protein,.putative"
PVP01_0702700,N/A,"CPP,UF"
PVP01_0702800,SPC3,"signal.peptidase.complex.subunit.3,.putative"
PVP01_0702900,N/A,"prefoldin.subunit.4,.putative"
PVP01_0703000,N/A,"ubiquitin.specific.protease,.putative"
PVP01_0703100,HU,"bacterial.histone-like.protein,.putative"
PVP01_0703200,RPA1,"replication.protein.A1,.small.fragment,.putative"
PVP01_0703300,CuTP,"copper-transporting.ATPase,.putative"
PVP01_0703400,N/A,"CPP,UF"
PVP01_0703500,NUP100,"nucleoporin.NUP100/NSP100,.putative"
PVP01_0703600,N/A,"mitochondrial.carrier.protein,.putative"
PVP01_0703700,N/A,"dynein.heavy.chain,.putative"
PVP01_0703800,RhopH3,"high.molecular.weight.rhoptry.protein.3,.putative"
PVP01_0703900,N/A,"CPP,UF"
PVP01_0704000,WDR66,"WD.repeat-containing.protein.66,.putative"
PVP01_0704100,ATG3,"autophagy-related.protein.3,.putative"
PVP01_0704200,N/A,"CPP,UF"
PVP01_0704300,SEC27,"coatomer.subunit.beta,.putative"
PVP01_0704400,N/A,endonuclease/exonuclease/phosphatase.domain.containing.protein
PVP01_0704500,RNaseII,"exoribonuclease.II,.putative"
PVP01_0704600,VPS46,"vacuolar.protein.sorting-associated.protein.46,.putative"
PVP01_0704700,N/A,"CPP,UF"
PVP01_0704800,N/A,"Maf-like.protein,.putative"
PVP01_0704900,N/A,"dynein.intermediate.light.chain,.putative"
